Dataset_CustomerNo,MAX_TRANSACTION,MONETARY,FREQUENCY,RECENCY,F Score,M Score,R Score,RFM Score,Customer Segment,RECENCY2
14528,11/2/2019 0:00,3222.7,18,28,2,2,4,422,Casual Shoppers,28
16463,11/18/2019 0:00,13377.9,82,12,4,4,5,544,Champions,12
16793,10/13/2019 0:00,1746.28,16,48,2,2,3,322,Casual Shoppers,48
13854,11/15/2019 0:00,29443.48,105,15,4,5,4,445,Champions,15
14196,8/25/2019 0:00,1799.04,6,97,1,2,2,212,Casual Shoppers,97
12821,5/9/2019 0:00,812.56,6,205,1,1,1,111,At Risk,205
18172,11/25/2019 0:00,38633.44,189,5,5,5,5,555,Champions,5
14142,12/1/2018 0:00,3528.16,22,364,2,3,1,123,At Risk,364
13430,11/21/2019 0:00,8393.26,49,9,3,4,5,534,Emerging Champions,9
13038,9/20/2019 0:00,4621.18,28,71,2,3,3,323,High-Potential Customers,71
13132,3/23/2019 0:00,284.16,3,252,1,1,1,111,At Risk,252
18136,10/7/2019 0:00,4688.58,38,54,3,3,3,333,Emerging Champions,54
13963,4/21/2019 0:00,5350.48,38,223,3,3,1,133,At Risk,223
17952,12/23/2018 0:00,139.55,4,342,1,1,1,111,At Risk,342
18169,10/10/2019 0:00,832.81,9,51,1,1,3,311,Casual Shoppers,51
15049,3/11/2019 0:00,769.79,3,264,1,1,1,111,At Risk,264
13273,8/18/2019 0:00,1710.81,16,104,2,2,2,222,Casual Shoppers,104
17451,11/24/2019 0:00,10276.42,87,6,4,4,5,544,Champions,6
16566,11/24/2019 0:00,3938.82,20,6,2,3,5,523,High-Potential Customers,6
13844,11/28/2019 0:00,1213.24,20,2,2,1,5,521,Casual Shoppers,2
13525,11/25/2019 0:00,3574.06,6,5,1,3,5,513,High-Potential Customers,5
14293,7/15/2019 0:00,4833.54,40,138,3,3,2,233,At Risk,138
13699,7/7/2019 0:00,992.76,14,146,2,1,2,221,Casual Shoppers,146
17531,6/2/2019 0:00,1698.08,14,181,2,2,2,222,Casual Shoppers,181
15705,5/22/2019 0:00,782.12,6,192,1,1,1,111,At Risk,192
16681,9/28/2019 0:00,16236,44,63,3,5,3,335,Uncategorized,63
14447,11/21/2019 0:00,6327.98,70,9,4,3,5,543,Loyal Customers,9
16539,11/24/2019 0:00,8221.32,72,6,4,4,5,544,Champions,6
16244,5/12/2019 0:00,10324.11,91,202,4,4,1,144,At Risk,202
15363,12/2/2018 0:00,1750.14,16,363,2,2,1,122,At Risk,363
13160,11/17/2019 0:00,668.24,4,13,1,1,5,511,Casual Shoppers,13
17418,10/28/2019 0:00,3375.43,30,33,2,3,4,423,High-Potential Customers,33
14479,3/31/2019 0:00,1523.26,18,244,2,2,1,122,At Risk,244
13575,11/16/2019 0:00,4815.05,46,14,3,3,4,433,Emerging Champions,14
14236,9/20/2019 0:00,3925.52,19,71,2,3,3,323,High-Potential Customers,71
16491,10/24/2019 0:00,5648.95,39,37,3,3,3,333,Emerging Champions,37
16233,9/29/2019 0:00,2333.24,22,62,2,2,3,322,Casual Shoppers,62
14745,8/19/2019 0:00,10737.89,69,103,3,4,2,234,At Risk,103
14851,11/16/2019 0:00,3855.07,28,14,2,3,4,423,High-Potential Customers,14
13615,1/25/2019 0:00,2316.02,22,309,2,2,1,122,At Risk,309
15266,1/5/2019 0:00,306.77,6,329,1,1,1,111,At Risk,329
17880,12/10/2018 0:00,3688.7,26,355,2,3,1,123,At Risk,355
16477,10/7/2019 0:00,15073.83,146,54,4,5,3,345,Loyal Customers,54
14229,10/19/2019 0:00,7838.16,40,42,3,4,3,334,Emerging Champions,42
17272,10/28/2019 0:00,20426.73,114,33,4,5,4,445,Champions,33
15062,9/29/2019 0:00,7908.92,57,62,3,4,3,334,Emerging Champions,62
15421,10/12/2019 0:00,5358.08,53,49,3,3,3,333,Emerging Champions,49
14075,11/20/2019 0:00,6298.8,35,10,3,3,5,533,Emerging Champions,10
16999,11/16/2019 0:00,2843.8,23,14,2,2,4,422,Casual Shoppers,14
16236,9/22/2019 0:00,2266.8,20,69,2,2,3,322,Casual Shoppers,69
15585,6/16/2019 0:00,3746.4,31,167,2,3,2,223,Casual Shoppers,167
15147,4/13/2019 0:00,4390.16,28,231,2,3,1,123,At Risk,231
13626,4/1/2019 0:00,2406.02,19,243,2,2,1,122,At Risk,243
16816,8/28/2019 0:00,3235.77,28,94,2,2,2,222,Casual Shoppers,94
17083,8/22/2019 0:00,9290.78,52,100,3,4,2,234,At Risk,100
16202,12/14/2018 0:00,2332.12,18,351,2,2,1,122,At Risk,351
14267,6/30/2019 0:00,6986.22,55,153,3,4,2,234,At Risk,153
18059,11/16/2019 0:00,3009.71,19,14,2,2,4,422,Casual Shoppers,14
13524,10/30/2019 0:00,3966.46,25,31,2,3,4,423,High-Potential Customers,31
16139,11/21/2019 0:00,4033.16,31,9,2,3,5,523,High-Potential Customers,9
13189,11/21/2019 0:00,8897.2,29,9,2,4,5,524,Enthusiastic Spenders,9
15274,11/21/2019 0:00,4258.2,25,9,2,3,5,523,High-Potential Customers,9
15105,11/21/2019 0:00,14768.04,101,9,4,5,5,545,Champions,9
14881,11/20/2019 0:00,3500.6,17,10,2,3,5,523,High-Potential Customers,10
16134,11/18/2019 0:00,4380.34,35,12,3,3,5,533,Emerging Champions,12
14793,11/18/2019 0:00,1042.78,14,12,2,1,5,521,Casual Shoppers,12
13960,11/18/2019 0:00,1691.48,12,12,1,2,5,512,Casual Shoppers,12
13028,11/17/2019 0:00,8616.18,45,13,3,4,5,534,Emerging Champions,13
16070,11/17/2019 0:00,5364.74,33,13,2,3,5,523,High-Potential Customers,13
18167,11/16/2019 0:00,5334.26,37,14,3,3,4,433,Emerging Champions,14
13178,11/13/2019 0:00,32603.11,265,17,5,5,4,455,Champions,17
13727,11/11/2019 0:00,2002.15,20,19,2,2,4,422,Casual Shoppers,19
13732,11/11/2019 0:00,5607.86,33,19,2,3,4,423,High-Potential Customers,19
17573,11/10/2019 0:00,3547.27,25,20,2,3,4,423,High-Potential Customers,20
16516,11/9/2019 0:00,698.8,6,21,1,1,4,411,Casual Shoppers,21
13026,11/8/2019 0:00,12355.68,26,22,2,4,4,424,Enthusiastic Spenders,22
13824,11/7/2019 0:00,8956.25,46,23,3,4,4,434,Emerging Champions,23
15156,11/6/2019 0:00,3072.52,20,24,2,2,4,422,Casual Shoppers,24
17930,11/4/2019 0:00,18121.24,39,26,3,5,4,435,Enthusiastic Spenders,26
13495,11/4/2019 0:00,9492.88,43,26,3,4,4,434,Emerging Champions,26
15597,11/4/2019 0:00,3192.21,22,26,2,2,4,422,Casual Shoppers,26
14815,11/3/2019 0:00,8423.62,53,27,3,4,4,434,Emerging Champions,27
16841,11/3/2019 0:00,24977.26,116,27,4,5,4,445,Champions,27
15252,11/3/2019 0:00,6109.23,44,27,3,3,4,433,Emerging Champions,27
18104,11/2/2019 0:00,4484.02,38,28,3,3,4,433,Emerging Champions,28
13697,11/1/2019 0:00,1969.32,12,29,1,2,4,412,Casual Shoppers,29
14218,10/28/2019 0:00,1689.66,12,33,1,2,4,412,Casual Shoppers,33
16851,10/28/2019 0:00,2193.02,14,33,2,2,4,422,Casual Shoppers,33
15134,11/25/2019 0:00,10074.29,73,5,4,4,5,544,Champions,5
15277,10/24/2019 0:00,2363.52,12,37,1,2,3,312,Casual Shoppers,37
15806,10/24/2019 0:00,6974.74,31,37,2,4,3,324,High-Potential Customers,37
13165,10/24/2019 0:00,15150.08,42,37,3,5,3,335,Uncategorized,37
13460,11/10/2019 0:00,3252.92,18,20,2,2,4,422,Casual Shoppers,20
14233,10/21/2019 0:00,8409.51,35,40,3,4,3,334,Emerging Champions,40
16260,10/20/2019 0:00,3644.3,18,41,2,3,3,323,High-Potential Customers,41
13897,10/20/2019 0:00,2299.56,17,41,2,2,3,322,Casual Shoppers,41
17148,10/19/2019 0:00,848.98,9,42,1,1,3,311,Casual Shoppers,42
15604,10/18/2019 0:00,1851.42,17,43,2,2,3,322,Casual Shoppers,43
16239,10/14/2019 0:00,2522.52,19,47,2,2,3,322,Casual Shoppers,47
14567,10/14/2019 0:00,5790.8,33,47,2,3,3,323,High-Potential Customers,47
17509,10/13/2019 0:00,42229.44,364,48,5,5,3,355,Loyal Customers,48
14775,10/12/2019 0:00,13070.64,60,49,3,4,3,334,Emerging Champions,49
16561,10/11/2019 0:00,1890.94,16,50,2,2,3,322,Casual Shoppers,50
16982,10/10/2019 0:00,2199.26,22,51,2,2,3,322,Casual Shoppers,51
15606,10/9/2019 0:00,12134.66,77,52,4,4,3,344,Loyal Customers,52
13602,10/6/2019 0:00,2992.88,23,55,2,2,3,322,Casual Shoppers,55
13348,10/6/2019 0:00,1633.34,14,55,2,2,3,322,Casual Shoppers,55
15127,10/5/2019 0:00,2989.12,16,56,2,2,3,322,Casual Shoppers,56
16106,10/5/2019 0:00,869.62,6,56,1,1,3,311,Casual Shoppers,56
15091,10/3/2019 0:00,3977.04,30,58,2,3,3,323,High-Potential Customers,58
16183,10/3/2019 0:00,1381.41,15,58,2,1,3,321,Casual Shoppers,58
18217,11/10/2019 0:00,5669.26,31,20,2,3,4,423,High-Potential Customers,20
13095,9/30/2019 0:00,1552.44,6,61,1,2,3,312,Casual Shoppers,61
15175,9/29/2019 0:00,4882.96,23,62,2,3,3,323,High-Potential Customers,62
16589,9/29/2019 0:00,4242.64,33,62,2,3,3,323,High-Potential Customers,62
15949,11/23/2019 0:00,2682.84,19,7,2,2,5,522,Casual Shoppers,7
13410,11/15/2019 0:00,6337.44,28,15,2,3,4,423,High-Potential Customers,15
17674,9/26/2019 0:00,7453.48,27,65,2,4,3,324,High-Potential Customers,65
15312,9/25/2019 0:00,6236.1,47,66,3,3,3,333,Emerging Champions,66
13127,9/23/2019 0:00,1567.2,15,68,2,2,3,322,Casual Shoppers,68
17480,9/23/2019 0:00,3988.76,29,68,2,3,3,323,High-Potential Customers,68
14014,9/23/2019 0:00,11547.22,39,68,3,4,3,334,Emerging Champions,68
15978,9/23/2019 0:00,10103.44,49,68,3,4,3,334,Emerging Champions,68
14894,9/15/2019 0:00,3388.12,23,76,2,3,2,223,Casual Shoppers,76
15201,9/13/2019 0:00,13544.62,69,78,3,4,2,234,At Risk,78
13450,11/13/2019 0:00,22410.28,71,17,4,5,4,445,Champions,17
16796,9/11/2019 0:00,2219.64,18,80,2,2,2,222,Casual Shoppers,80
14414,9/9/2019 0:00,27282.32,97,82,4,5,2,245,At Risk,82
13889,9/8/2019 0:00,1923.53,15,83,2,2,2,222,Casual Shoppers,83
13210,9/7/2019 0:00,3601.68,22,84,2,3,2,223,Casual Shoppers,84
15364,9/5/2019 0:00,6181.92,32,86,2,3,2,223,Casual Shoppers,86
13931,9/5/2019 0:00,7835.32,58,86,3,4,2,234,At Risk,86
13045,9/1/2019 0:00,2268.34,18,90,2,2,2,222,Casual Shoppers,90
14420,9/1/2019 0:00,3820.58,29,90,2,3,2,223,Casual Shoppers,90
14013,8/21/2019 0:00,4973.74,34,101,3,3,2,233,At Risk,101
15315,10/6/2019 0:00,9419.7,37,55,3,4,3,334,Emerging Champions,55
14790,11/23/2019 0:00,6867.64,46,7,3,4,5,534,Emerging Champions,7
15254,8/4/2019 0:00,2940.74,18,118,2,2,2,222,Casual Shoppers,118
13414,7/29/2019 0:00,17512.93,23,124,2,5,2,225,At Risk,124
16951,7/28/2019 0:00,14818.88,86,125,4,5,2,245,At Risk,125
15261,7/27/2019 0:00,3028.6,19,126,2,2,2,222,Casual Shoppers,126
17422,11/23/2019 0:00,22767.13,117,7,4,5,5,545,Champions,7
17268,8/24/2019 0:00,9436.12,6,98,1,4,2,214,At Risk,98
18263,11/14/2019 0:00,16046.56,61,16,3,5,4,435,Enthusiastic Spenders,16
17464,7/4/2019 0:00,2552.5,9,149,1,2,2,212,Casual Shoppers,149
12922,7/1/2019 0:00,4207.96,28,152,2,3,2,223,Casual Shoppers,152
14327,6/29/2019 0:00,1743.96,12,154,1,2,2,212,Casual Shoppers,154
15130,6/23/2019 0:00,2357.44,22,160,2,2,2,222,Casual Shoppers,160
13937,6/23/2019 0:00,1423.44,9,160,1,1,2,211,Casual Shoppers,160
18155,9/25/2019 0:00,3107.16,25,66,2,2,3,322,Casual Shoppers,66
13941,11/18/2019 0:00,29471.02,45,12,3,5,5,535,Enthusiastic Spenders,12
17695,7/31/2019 0:00,8768.26,35,122,3,4,2,234,At Risk,122
17562,11/25/2019 0:00,8168.14,63,5,3,4,5,534,Emerging Champions,5
16276,6/16/2019 0:00,5136.84,6,167,1,3,2,213,Casual Shoppers,167
14913,11/4/2019 0:00,18999.28,87,26,4,5,4,445,Champions,26
15386,6/6/2019 0:00,4975.66,31,177,2,3,2,223,Casual Shoppers,177
16967,6/3/2019 0:00,3740.28,21,180,2,3,2,223,Casual Shoppers,180
14336,11/23/2019 0:00,16265.33,90,7,4,5,5,545,Champions,7
18287,10/28/2019 0:00,18139.56,70,33,4,5,4,445,Champions,33
13856,6/24/2019 0:00,5462.42,14,159,2,3,2,223,Casual Shoppers,159
13404,5/11/2019 0:00,1237.88,9,203,1,1,1,111,At Risk,203
14288,5/10/2019 0:00,2364.3,16,204,2,2,1,122,At Risk,204
16672,11/4/2019 0:00,36347.3,111,26,4,5,4,445,Champions,26
14022,4/28/2019 0:00,5442.76,28,216,2,3,1,123,At Risk,216
14905,7/5/2019 0:00,3510.66,17,148,2,3,2,223,Casual Shoppers,148
14776,10/19/2019 0:00,34723.1,117,42,4,5,3,345,Loyal Customers,42
14152,9/25/2019 0:00,7862,49,66,3,4,3,334,Emerging Champions,66
17990,4/17/2019 0:00,4889.64,29,227,2,3,1,123,At Risk,227
13740,4/13/2019 0:00,4715.73,23,231,2,3,1,123,At Risk,231
17492,4/5/2019 0:00,1972.54,12,239,1,2,1,112,At Risk,239
15289,11/10/2019 0:00,11295.24,58,20,3,4,4,434,Emerging Champions,20
16063,3/24/2019 0:00,3029.1,23,251,2,2,1,122,At Risk,251
15245,7/28/2019 0:00,19894.14,89,125,4,5,2,245,At Risk,125
16619,3/21/2019 0:00,1595.07,14,254,2,2,1,122,At Risk,254
14762,3/21/2019 0:00,3624.26,21,254,2,3,1,123,At Risk,254
14282,11/20/2019 0:00,23623.8,140,10,4,5,5,545,Champions,10
15234,3/8/2019 0:00,2149.38,14,267,2,2,1,122,At Risk,267
14586,3/8/2019 0:00,4794,19,267,2,3,1,123,At Risk,267
13557,11/11/2019 0:00,6195,34,19,3,3,4,433,Emerging Champions,19
16957,4/14/2019 0:00,2190,16,230,2,2,1,122,At Risk,230
16159,3/3/2019 0:00,2775.8,14,272,2,2,1,122,At Risk,272
13722,7/31/2019 0:00,16069.5,85,122,4,5,2,245,At Risk,122
16389,10/17/2019 0:00,14120.11,33,44,2,4,3,324,High-Potential Customers,44
13675,7/11/2019 0:00,3881.14,25,142,2,3,2,223,Casual Shoppers,142
13753,2/25/2019 0:00,6007.46,35,278,3,3,1,133,At Risk,278
13093,3/9/2019 0:00,43563.5,158,266,5,5,1,155,At Risk,266
18093,9/7/2019 0:00,16425.52,36,84,3,5,2,235,At Risk,84
15346,9/2/2019 0:00,1812.98,19,89,2,2,2,222,Casual Shoppers,89
13107,10/26/2019 0:00,14583.86,58,35,3,5,3,335,Uncategorized,35
13253,7/6/2019 0:00,17170.12,36,147,3,5,2,235,At Risk,147
15204,12/17/2018 0:00,2909.1,9,348,1,2,1,112,At Risk,348
15789,12/16/2018 0:00,4849.48,25,349,2,3,1,123,At Risk,349
15822,12/15/2018 0:00,2090.98,16,350,2,2,1,122,At Risk,350
14829,11/10/2019 0:00,5162.87,42,20,3,3,4,433,Emerging Champions,20
16218,11/10/2019 0:00,19895.62,84,20,4,5,4,445,Champions,20
16583,12/1/2018 0:00,1376.86,14,364,2,1,1,121,At Risk,364
15074,8/26/2019 0:00,4868.08,41,96,3,3,2,233,At Risk,96
14888,5/16/2019 0:00,1659.82,20,198,2,2,1,122,At Risk,198
13364,9/29/2019 0:00,848.16,9,62,1,1,3,311,Casual Shoppers,62
16203,10/12/2019 0:00,3292.8,35,49,3,3,3,333,Emerging Champions,49
12826,11/10/2019 0:00,10009.56,82,20,4,4,4,444,Champions,20
15857,11/21/2019 0:00,3460.72,14,9,2,3,5,523,High-Potential Customers,9
15754,10/19/2019 0:00,2509.53,28,42,2,2,3,322,Casual Shoppers,42
13904,11/2/2019 0:00,3743.58,26,28,2,3,4,423,High-Potential Customers,28
13974,10/21/2019 0:00,2726.87,28,40,2,2,3,322,Casual Shoppers,40
13104,10/24/2019 0:00,4836.72,16,37,2,3,3,323,High-Potential Customers,37
17154,9/25/2019 0:00,5359.82,23,66,2,3,3,323,High-Potential Customers,66
13075,8/2/2019 0:00,5232.42,22,120,2,3,2,223,Casual Shoppers,120
17676,10/12/2019 0:00,7449.16,61,49,3,4,3,334,Emerging Champions,49
17540,11/15/2019 0:00,3818.61,35,15,3,3,4,433,Emerging Champions,15
16232,10/27/2019 0:00,6651.94,37,34,3,3,4,433,Emerging Champions,34
16863,11/8/2019 0:00,4707.46,26,22,2,3,4,423,High-Potential Customers,22
17678,3/21/2019 0:00,2427.22,16,254,2,2,1,122,At Risk,254
13726,11/1/2019 0:00,11849.18,42,29,3,4,4,434,Emerging Champions,29
18072,6/7/2019 0:00,3205.44,18,176,2,2,2,222,Casual Shoppers,176
16146,7/5/2019 0:00,5128.43,29,148,2,3,2,223,Casual Shoppers,148
13449,11/16/2019 0:00,2512.68,19,14,2,2,4,422,Casual Shoppers,14
18278,9/27/2019 0:00,854.62,9,64,1,1,3,311,Casual Shoppers,64
13621,8/15/2019 0:00,3734.88,19,107,2,3,2,223,Casual Shoppers,107
12827,11/7/2019 0:00,1863.96,20,23,2,2,4,422,Casual Shoppers,23
15981,11/15/2019 0:00,19071.12,97,15,4,5,4,445,Champions,15
13745,6/30/2019 0:00,5391.32,25,153,2,3,2,223,Casual Shoppers,153
13313,11/17/2019 0:00,8535.44,78,13,4,4,5,544,Champions,13
14788,11/13/2019 0:00,2355.76,15,17,2,2,4,422,Casual Shoppers,17
14484,10/20/2019 0:00,2298.04,14,41,2,2,3,322,Casual Shoppers,41
14138,10/7/2019 0:00,5043.4,32,54,2,3,3,323,High-Potential Customers,54
14489,5/16/2019 0:00,2690.26,30,198,2,2,1,122,At Risk,198
14353,5/8/2019 0:00,748.9,6,206,1,1,1,111,At Risk,206
16457,5/5/2019 0:00,1648.76,9,209,1,2,1,112,At Risk,209
17470,10/26/2019 0:00,17963.37,78,35,4,5,3,345,Loyal Customers,35
14038,9/22/2019 0:00,9013.02,92,69,4,4,3,344,Loyal Customers,69
17245,5/19/2019 0:00,944.37,9,195,1,1,1,111,At Risk,195
15392,11/9/2019 0:00,12228.46,69,21,3,4,4,434,Emerging Champions,21
15592,10/24/2019 0:00,4026.64,24,37,2,3,3,323,High-Potential Customers,37
13933,8/22/2019 0:00,2725.2,23,100,2,2,2,222,Casual Shoppers,100
14459,7/7/2019 0:00,9067.62,37,146,3,4,2,234,At Risk,146
16766,3/11/2019 0:00,6668.08,34,264,3,3,1,133,At Risk,264
15236,2/14/2019 0:00,3086.24,15,289,2,2,1,122,At Risk,289
17584,8/4/2019 0:00,3279.24,16,118,2,3,2,223,Casual Shoppers,118
17389,11/25/2019 0:00,88185.38,192,5,5,5,5,555,Champions,5
13930,10/13/2019 0:00,3153.78,17,48,2,2,3,322,Casual Shoppers,48
16387,1/21/2019 0:00,547.64,4,313,1,1,1,111,At Risk,313
16318,11/4/2019 0:00,2376.21,19,26,2,2,4,422,Casual Shoppers,26
16848,10/18/2019 0:00,2029.94,14,43,2,2,3,322,Casual Shoppers,43
16358,10/7/2019 0:00,9953.66,74,54,4,4,3,344,Loyal Customers,54
12991,11/16/2019 0:00,4666.84,31,14,2,3,4,423,High-Potential Customers,14
17947,11/2/2019 0:00,1902.84,9,28,1,2,4,412,Casual Shoppers,28
13639,9/26/2019 0:00,9258.5,40,65,3,4,3,334,Emerging Champions,65
13899,11/23/2019 0:00,1802.62,19,7,2,2,5,522,Casual Shoppers,7
17636,11/20/2019 0:00,1917.16,20,10,2,2,5,522,Casual Shoppers,10
17621,11/18/2019 0:00,6681.86,26,12,2,3,5,523,High-Potential Customers,12
15948,10/27/2019 0:00,5021.62,40,34,3,3,4,433,Emerging Champions,34
15348,9/28/2019 0:00,957.36,9,63,1,1,3,311,Casual Shoppers,63
18142,7/5/2019 0:00,14125.52,15,148,2,4,2,224,At Risk,148
16648,10/28/2019 0:00,3178.16,19,33,2,2,4,422,Casual Shoppers,33
14798,10/18/2019 0:00,1715.4,12,43,1,2,3,312,Casual Shoppers,43
15136,11/17/2019 0:00,6468.78,52,13,3,3,5,533,Emerging Champions,13
15986,11/9/2019 0:00,2919.48,14,21,2,2,4,422,Casual Shoppers,21
15264,10/6/2019 0:00,3057.85,23,55,2,2,3,322,Casual Shoppers,55
13003,8/26/2019 0:00,1208.39,6,96,1,1,2,211,Casual Shoppers,96
13239,3/23/2019 0:00,4058.5,22,252,2,3,1,123,At Risk,252
15243,9/26/2019 0:00,2326.76,24,65,2,2,3,322,Casual Shoppers,65
14350,3/10/2019 0:00,2165.73,18,265,2,2,1,122,At Risk,265
16099,10/20/2019 0:00,4084.1,39,41,3,3,3,333,Emerging Champions,41
14636,11/3/2019 0:00,2972.36,28,27,2,2,4,422,Casual Shoppers,27
15610,10/19/2019 0:00,667.86,6,42,1,1,3,311,Casual Shoppers,42
18259,11/15/2019 0:00,9714.24,42,15,3,4,4,434,Emerging Champions,15
14708,7/8/2019 0:00,4921.24,14,145,2,3,2,223,Casual Shoppers,145
12981,11/10/2019 0:00,2742.46,20,20,2,2,4,422,Casual Shoppers,20
13881,11/28/2019 0:00,109787.34,173,2,5,5,5,555,Champions,2
15393,11/23/2019 0:00,1496.12,12,7,1,2,5,512,Casual Shoppers,7
15939,9/11/2019 0:00,54699.04,75,80,4,5,2,245,At Risk,80
13754,7/11/2019 0:00,2483,12,142,1,2,2,212,Casual Shoppers,142
17456,12/9/2018 0:00,2531.46,17,356,2,2,1,122,At Risk,356
16581,6/10/2019 0:00,1481.76,9,173,1,1,2,211,Casual Shoppers,173
16948,7/24/2019 0:00,16990.48,19,129,2,5,2,225,At Risk,129
12938,11/14/2019 0:00,1552.1,9,16,1,2,4,412,Casual Shoppers,16
15692,11/11/2019 0:00,1610.34,12,19,1,2,4,412,Casual Shoppers,19
14643,6/22/2019 0:00,8210.24,29,161,2,4,2,224,At Risk,161
12855,12/2/2018 0:00,346.5,3,363,1,1,1,111,At Risk,363
15678,10/18/2019 0:00,1628.18,12,43,1,2,3,312,Casual Shoppers,43
12715,8/25/2019 0:00,1907.8,19,97,2,2,2,222,Casual Shoppers,97
14416,11/17/2019 0:00,3719.14,14,13,2,3,5,523,High-Potential Customers,13
14819,10/6/2019 0:00,1346.98,12,55,1,1,3,311,Casual Shoppers,55
15422,1/20/2019 0:00,489.56,6,314,1,1,1,111,At Risk,314
15180,12/7/2018 0:00,458.7,6,358,1,1,1,111,At Risk,358
15287,11/17/2019 0:00,4877.45,20,13,2,3,5,523,High-Potential Customers,13
17011,11/9/2019 0:00,2184.04,15,21,2,2,4,422,Casual Shoppers,21
14904,11/14/2019 0:00,6422.3,22,16,2,3,4,423,High-Potential Customers,16
14354,11/9/2019 0:00,1012.5,6,21,1,1,4,411,Casual Shoppers,21
17430,11/7/2019 0:00,2158.02,14,23,2,2,4,422,Casual Shoppers,23
12989,11/18/2019 0:00,36318.6,40,12,3,5,5,535,Enthusiastic Spenders,12
14533,11/15/2019 0:00,43069.92,62,15,3,5,4,435,Enthusiastic Spenders,15
14111,11/25/2019 0:00,3951.41,9,5,1,3,5,513,High-Potential Customers,5
14855,8/12/2019 0:00,3099.92,20,110,2,2,2,222,Casual Shoppers,110
12864,7/24/2019 0:00,2364.84,3,129,1,2,2,212,Casual Shoppers,129
17694,7/21/2019 0:00,2176.38,15,132,2,2,2,222,Casual Shoppers,132
13340,10/25/2019 0:00,66186.45,134,36,4,5,3,345,Loyal Customers,36
17242,8/23/2019 0:00,6768.46,40,99,3,4,2,234,At Risk,99
15925,5/29/2019 0:00,1165.44,12,185,1,1,1,111,At Risk,185
18218,5/12/2019 0:00,5265.94,20,202,2,3,1,123,At Risk,202
13008,1/20/2019 0:00,1909.66,14,314,2,2,1,122,At Risk,314
18085,1/13/2019 0:00,3422.91,29,321,2,3,1,123,At Risk,321
16812,12/14/2018 0:00,1321.44,15,351,2,1,1,121,At Risk,351
13984,11/13/2019 0:00,7904.62,16,17,2,4,4,424,Enthusiastic Spenders,17
16213,9/22/2019 0:00,654.96,6,69,1,1,3,311,Casual Shoppers,69
14951,9/21/2019 0:00,3507.16,20,70,2,3,3,323,High-Potential Customers,70
15181,10/4/2019 0:00,6283.24,16,57,2,3,3,323,High-Potential Customers,57
16126,11/10/2019 0:00,28222.56,117,20,4,5,4,445,Champions,20
13328,1/27/2019 0:00,8071.76,17,307,2,4,1,124,At Risk,307
16083,8/31/2019 0:00,10657.06,31,91,2,4,2,224,At Risk,91
15695,3/18/2019 0:00,2593.12,22,257,2,2,1,122,At Risk,257
17193,11/4/2019 0:00,14595.02,32,26,2,5,4,425,Enthusiastic Spenders,26
13300,6/23/2019 0:00,2218.64,20,160,2,2,2,222,Casual Shoppers,160
14339,4/11/2019 0:00,2039.02,14,233,2,2,1,122,At Risk,233
17669,10/28/2019 0:00,14267.1,68,33,3,4,4,434,Emerging Champions,33
15980,9/12/2019 0:00,18449.06,43,79,3,5,2,235,At Risk,79
14764,10/24/2019 0:00,2232.72,6,37,1,2,3,312,Casual Shoppers,37
15160,12/17/2018 0:00,1023,4,348,1,1,1,111,At Risk,348
13853,10/13/2019 0:00,4191.06,23,48,2,3,3,323,High-Potential Customers,48
14306,10/19/2019 0:00,13040.04,33,42,2,4,3,324,High-Potential Customers,42
18092,11/1/2019 0:00,50746.44,82,29,4,5,4,445,Champions,29
17534,10/17/2019 0:00,1284.56,9,44,1,1,3,311,Casual Shoppers,44
14273,10/19/2019 0:00,2474.77,29,42,2,2,3,322,Casual Shoppers,42
16506,11/20/2019 0:00,523.02,3,10,1,1,5,511,Casual Shoppers,10
13845,10/6/2019 0:00,2185.94,9,55,1,2,3,312,Casual Shoppers,55
13419,10/7/2019 0:00,2921.36,16,54,2,2,3,322,Casual Shoppers,54
13461,11/1/2019 0:00,11554.54,27,29,2,4,4,424,Enthusiastic Spenders,29
14457,2/2/2019 0:00,1018.36,4,301,1,1,1,111,At Risk,301
12976,5/12/2019 0:00,4269.66,22,202,2,3,1,123,At Risk,202
14789,11/11/2019 0:00,1391.6,6,19,1,1,4,411,Casual Shoppers,19
13329,11/8/2019 0:00,5553.78,17,22,2,3,4,423,High-Potential Customers,22
13877,9/14/2019 0:00,1227.6,3,77,1,1,2,211,Casual Shoppers,77
16582,8/18/2019 0:00,2002.14,6,104,1,2,2,212,Casual Shoppers,104
16660,11/23/2019 0:00,4904.2,15,7,2,3,5,523,High-Potential Customers,7
18123,11/15/2019 0:00,6269.59,34,15,3,3,4,433,Emerging Champions,15
15973,12/8/2018 0:00,1402.26,4,357,1,1,1,111,At Risk,357
13351,10/4/2019 0:00,1459.01,15,57,2,1,3,321,Casual Shoppers,57
13080,6/13/2019 0:00,1289.52,6,170,1,1,2,211,Casual Shoppers,170
14483,3/3/2019 0:00,1134.66,9,272,1,1,1,111,At Risk,272
17951,10/31/2019 0:00,7348.06,20,30,2,4,4,424,Enthusiastic Spenders,30
14676,11/8/2019 0:00,28237.92,42,22,3,5,4,435,Enthusiastic Spenders,22
15256,7/14/2019 0:00,604.85,6,139,1,1,2,211,Casual Shoppers,139
14782,1/24/2019 0:00,1373.38,6,310,1,1,1,111,At Risk,310
